molindx,Name,SMILES,MolarMass,CASNumber,ExperimentalSolubilityInWater,Temperature,ExperimentReference,Datagroup,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,StandardInChIKey,CalLogP,CalMR,TPSA,LabuteASA,BalabanJIndex,BertzCTIndex,Isomer,Aromatic,Cyclic,ChargeNeutral,MadeOfKeyElements
4216,PHENOL. 3-AMINO-,C1=CC(=CC(=C1)O)N,109.13,000591-27-5,27000.0,293.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,47.73944,1.625576192,90.964,156.072,20.41384778,-4.604437538,-15.80941024,-5.802300428,0.267895607,6.070196035,CWLKGDAVCFYWJK-UHFFFAOYSA-N,0.9744,32.5192,46.25,47.56552757,3.077660438,168.3883389,1,True,True,True,True
4218,M-TOLUIDINE,CC1=CC(=CC=C1)N,107.16,000108-44-1,15000.0,293.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,32.55152,2.110297289,97.25,166.915,-14.73960082,11.70233961,3.037261209,-5.80039563,0.202187859,6.002583488,JJYPMNFTHPTTDI-UHFFFAOYSA-N,1.57722,35.5914,26.02,49.13623593,3.077660438,164.2466295,1,True,True,True,True
4219,methapyrilene,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,261.3842,000091-80-5,601.1451285,303.15,OChem,G4,37.53048,2.462422493,181.592,310.412,10.61495362,-10.31491521,-0.300038403,-5.800294948,-0.441322921,5.358972027,HNJJXZKZRAWDPF-UHFFFAOYSA-N,2.7113,78.16,19.37,112.6928865,2.073203427,439.3273681,1,True,True,True,True
4220,HYDROQUINONE,C1=CC(=CC=C1O)O,110.11,000123-31-9,72000.0,298.15,GRANGER.FS & NELSON.JM (1921),G2,48.7436,0.000604371,88.479,150.628,23.95899997,-12.98244295,-10.97655702,-5.79996569,-0.083410152,5.716555538,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,1.0978,29.7716,40.46,47.01987062,3.032455532,145.3883389,1,True,True,True,True
4221,Ethyl 2-formamido (3.4-dimethoxyphenyl) acrylate,CCOC(=O)/C(=C\C1=CC(=C(C=C1)OC)OC)/NC=O,279.292,136986-58-8,1090.080312,298.15,OChem,G4,91.08568,5.90392409,192.194,332.825,-38.45495453,2.390933723,36.06402081,-5.799236424,-1.365311042,4.433925382,NLFLEJNTMQHUTI-YRNVUSSQSA-N,1.3538,73.3557,73.86,116.8748791,3.096824841,510.2857689,2,True,True,True,True
4222,O-TOLUIDINE,CC1=CC=CC=C1N,107.16,000095-53-4,16600.0,298.15,HUYSKENS.P ET AL. (1975),G2,31.88208,2.539121524,98.787,168.701,-13.48921101,4.420894164,9.068316844,-5.798523485,0.203385323,6.001908809,RNVCVTLRINQCPJ-UHFFFAOYSA-N,1.57722,35.5914,26.02,49.13623593,3.134861511,160.4966295,1,True,True,True,True
4223,2-Phenylaniline,C1=CC=C(C=C1)C2=CC=CC=C2N,169.2256,000090-41-5,233.0,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/17706/4/9/?documentUUID=37fdc166-5a55-4157-a3b7-7ae8fb9c1aae,G5,33.6812,2.270771162,131.996,223.511,9.865789158,3.123751361,-12.98954052,-5.798471784,-0.569912296,5.228559487,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,2.9358,56.2904,26.02,77.82838802,2.536070446,392.8790478,1,True,True,True,True
4224,N-(4-carbamoylphenyl)-4-[1.3-dioxo-1-[(2-oxo-1.3-dihydrobenzimidazol-5-yl)amino]butan-2-yl]diazenylbenzamide,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C(=O)N,499.4848,074441-05-7,0.1061,296.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/5467/4/9/?documentUUID=b6f7f447-35ed-442b-b38a-e2573bb712b4,G5,152.96704,6.539662717,303.848,516.463,94.51485353,-72.71561965,-21.79923388,-5.798425524,-2.434194699,3.364230826,PXMLTVJEYHGPEH-UHFFFAOYSA-N,2.8874,135.8892,191.73,208.5397206,1.404049383,1584.48014,4,True,True,True,True
4225,13h-dibenzo(a.i)carbazole,C1=CC=C2C(=C1)C=CC3=C2NC4=C3C=CC5=CC=CC=C54,267.3294,000239-64-5,0.010093615,298.15,OChem,G4,53.9736,2.530091583,192.323,317.389,10.90592098,-30.06046275,19.15454177,-5.796784677,-0.984101369,4.812683307,IUILSTHMSGDSHQ-UHFFFAOYSA-N,5.6275,90.8167,15.79,121.3672217,2.090790672,1041.969157,1,True,True,True,True
4226,7-amino-4-hydroxynaphthalene-2-sulfonic acid,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,239.2454,000087-02-5,5000.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/5592//?documentUUID=fbd87fee-5993-44be-a63b-493a59c0a047,G5,96.35752,8.522773082,155.399,263.323,-38.48614245,33.88718987,4.598952577,-5.796376506,-1.338942379,4.457434127,KYARBIJYVGJZLB-UHFFFAOYSA-N,1.3743,59.8398,100.62,91.87582811,2.851898649,663.8185193,1,True,True,True,True
4227,4-naphthalen-2-yl-1.3-thiazol-2-amine,C1=CC=C2C=C(C=CC2=C1)C3=CSC(=N3)N,226.2954,021331-43-1,3.2,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/6276/4/9/?documentUUID=77300770-cda5-4581-905c-dba2d5c408b6,G5,52.76024,2.677421422,170.331,276.388,32.68651189,0.041395296,-32.72790718,-5.794673072,-1.254629761,4.540043311,GWDNDNTTXIIXRS-UHFFFAOYSA-N,3.5455,69.4684,38.91,97.37006381,2.181543286,642.9825666,1,True,True,True,True
4228,1-AMINO-4-HYDROXYANTHRAQUINONE,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)N,239.23,000116-85-8,35.9,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,43.84832,3.550764097,161.229,266.221,45.75479748,-25.95197364,-19.80282384,-5.794520688,-2.826516147,2.968004542,AQXYVFBSOOBBQV-UHFFFAOYSA-N,1.7498,65.8262,80.39,102.6697191,2.409415067,644.1804465,1,True,True,True,True
4229,4-Ethoxyphenol,CCOC1=CC=C(C=C1)O,138.1658,000622-62-8,7085.990341,293.15,OChem,G4,38.0744,0.5333464,110.655,191.284,24.49702878,-12.75015058,-11.7468782,-5.794490756,-0.109849673,5.684641082,LKVFCSWBKOVHAH-UHFFFAOYSA-N,1.7909,39.2758,29.46,60.06906633,2.693803452,190.9174942,1,True,True,True,True
4231,1H-Purine-2.6.8(3H)-trione. 7.9-dihydro-1.3.7.9-,CN1C2=C(N(C1=O)C)N(C(=O)N(C2=O)C)C,224.22,002309-49-1,25000.0,293.15,BEILSTEIN,G2,60.54248,4.941152188,147.725,252.865,-29.5077029,20.14230501,9.36539789,-5.792847187,-0.592679802,5.200167385,QGDOQULISIQFHQ-UHFFFAOYSA-N,-1.7256,58.642,70.93,89.76539272,3.363889361,756.1130205,1,True,True,True,True
4232,2-(3-Acetylphenylamino)benzoic acid,CC(=O)C1=CC(=CC=C1)NC2=CC=CC=C2C(=O)O,255.2726,027696-28-2,3.523742802,298.15,OChem,G4,53.05312,3.18159969,177.82,301.04,36.61727337,-28.70592288,-7.911350491,-5.791018581,-1.569241437,4.221777144,URNBQFPUGNNQRC-UHFFFAOYSA-N,3.331,73.1305,66.4,110.2504638,2.336226847,634.7927428,1,True,True,True,True
4233,Acetamide. N-(4-ethoxy-2-methylphenyl)-,CCOC1=CC(=C(C=C1)NC(=O)C)C,193.245,041570-59-6,2799.679168,298.15,OChem,G4,51.83976,3.905943327,149.266,258.457,41.75190462,-28.52910658,-13.22279804,-5.791013139,-0.116590019,5.67442312,GWGGYWFWMFMBKT-UHFFFAOYSA-N,2.35212,56.6517,38.33,84.0810432,2.836874086,334.0594583,1,True,True,True,True
4234,amitraz,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,293.4108,033089-61-1,0.999944959,298.15,OChem,G4,44.60144,2.223835348,222.125,384.236,5.887103961,8.691093379,-14.57819734,-5.790438978,-0.97192454,4.818514438,QXAITBQSYVNQDR-UHFFFAOYSA-N,4.87188,95.899,27.96,132.5935708,2.068364402,653.1153896,3,True,True,True,True
4235,LIBRIUM,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,299.76,000058-25-3,122.0,298.15,Article; Keipert; Voigt; Pharmazie; vol. 41; 6; (1986); p. 400 - 404;,G1,47.65576,4.608003116,199.098,330.443,-30.2859223,19.83386241,10.45205989,-5.787491984,-2.398933078,3.388558906,BUCORZSTKDOEKQ-UHFFFAOYSA-N,1.8492,83.0365,48.19,126.8548487,2.418329092,815.1608878,2,True,True,True,True
4236,1.2-bis(2-methylphenyl)guanidine,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,239.3194,000097-39-2,70.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/12594//?documentUUID=73ff2bc4-bacf-4ac2-a69f-850c6d622a38,G5,62.04872,5.754921818,166.485,289.289,-24.46454615,2.965412303,21.49913384,-5.787355927,-0.302199468,5.485156459,OPNUROKCUBTKLF-UHFFFAOYSA-N,3.36174,77.2631,50.41,107.368399,2.204665535,573.4563266,2,True,True,True,True
4237,MEXACARBATE,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,222.29,000315-18-4,100.0,298.15,SHIU.WY ET AL. (1990),G2,47.40472,2.403911333,165.617,290.758,35.6989135,-27.77629443,-7.922619065,-5.786417134,0.015043142,5.801460262,YNEVBPNZHBAYOA-UHFFFAOYSA-N,2.08764,65.3267,41.57,96.20581899,3.048039434,377.0003882,1,True,True,True,True
4238,2-[2-(6-methoxy-3.4-dihydro-2H-naphthalen-1-ylidene)ethyl]-2-methylcyclopentane-1.3-dione,CC1(C(=O)CCC1=O)CC=C2CCCC3=C2C=CC(=C3)OC,298.381,000899-79-6,4.43,303.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/16466/4/9/?documentUUID=6201270e-c323-4d17-ac9a-8712af919d0f,G5,53.5552,3.73592195,188.111,334.503,-24.58521353,16.95657792,7.628635614,-5.786349105,-1.016031226,4.770317879,PHYRXYUDHILFBN-UHFFFAOYSA-N,3.7433,85.881,43.37,130.9109747,1.877421452,638.644184,2,True,True,True,True
4240,5-aminonaphthalene-2-sulfonic_acid,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C(=C1)N,223.252,000119-79-9,1000.0,298.15,MERCK INDEX (1996) ,G1,82.8432,9.050481731,150.184,252.749,-30.65235144,28.25070394,2.401647498,-5.786188558,-1.447916417,4.338272141,UWPJYQYRSWYIGZ-UHFFFAOYSA-N,1.6687,58.175,80.39,87.08159436,2.786414386,619.6001476,1,True,True,True,True
4241,4.4'-METHYLENEBIS(2-CHLOROANILINE),C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,267.16,000101-14-4,13.9,297.15,VOORMAN.R & PENNER.D (1986A),G2,55.89824,3.942429829,179.733,296.371,28.63403245,-24.22914484,-4.40488761,-5.786025289,-0.2371984,5.54882689,IBOFVQJTBBUKMU-UHFFFAOYSA-N,3.7486,74.5348,52.04,110.1397533,2.249182293,503.6108804,1,True,True,True,True
4242,[2-(4-methyl-2-phenylpiperazin-1-yl)pyridin-3-yl]methanol,CN1CCN(C(C1)C2=CC=CC=C2)C3=C(C=CC=N3)CO,283.3724,061337-89-1,2630.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/28180//?documentUUID=3350e36d-3a2b-4cc9-bc2a-0f3fab47264d,G5,48.07416,3.28159976,192.467,335.743,24.01321587,-2.399598453,-21.61361742,-5.785467456,-0.546178785,5.23928867,PYZPABZGIRHQTA-UHFFFAOYSA-N,2.067,84.1858,39.6,125.2058679,1.981352456,587.5989088,2,True,True,True,True
4243,OXAMNIQUINE;  6-Hydroxymethyl-2-isopropylaminomethyl-7-nitro-1.2.3.4-tetrahydroquinoline,CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO,279.3382,021738-42-1,299.316274,298.15,OChem,G4,54.26648,10.72987654,185.143,331.583,-17.63733404,18.33690554,-0.699571498,-5.783744974,-2.425894133,3.357850841,XCGYUJZMCCFSRP-UHFFFAOYSA-N,1.8118,77.8896,87.43,117.8920427,2.184428439,502.68265,2,True,True,True,True
4244,6-methoxy-2-oxo-1H-quinoline-4-carboxylic acid,COC1=CC2=C(C=C1)NC(=O)C=C2C(=O)O,219.1964,032431-29-1,169.9939312,294.15,OChem,G4,288.61232,15.70665658,149.863,251.487,-29.17675661,2.394158576,26.78259803,-5.783660619,-1.355767732,4.427892887,ATQXNYQCZFMIKY-UHFFFAOYSA-N,1.2349,58.08,79.39,90.29342304,2.855091746,614.9009391,1,True,True,True,True
4245,5-methoxy-1.3-dihydrobenzimidazole-2-thione,COC1=CC2=C(C=C1)NC(=S)N2,180.224,037052-78-1,320.0,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/12249/4/9/?documentUUID=993820d8-f2e9-4236-b110-ae025aa039a8,G5,70.20752,7.685445559,134.357,218.949,-42.63413505,41.87197277,0.762162281,-5.781508197,-0.692947009,5.088561188,KOFBRZWVWJCLGM-UHFFFAOYSA-N,2.23409,50.0354,40.81,74.37914364,2.742606371,457.2709543,1,True,True,True,True
4246,alpha-Peltatin,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O,400.3842,000568-53-6,30.02457931,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,91.46224,7.074817602,218.42,382.595,34.26745878,-3.065934157,-31.20152462,-5.780882335,0.070022579,5.850904913,JGGWNGRBXJWAOC-HKJPBSJPSA-N,2.3209,98.9266,103.68,166.0731986,1.751259414,989.2211783,8,True,True,True,True
4247,METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,299.8,000364-62-5,200.0,298.15,MERCK INDEX (1989),G2,70.79328,10.31493599,197.468,343.353,-33.71019719,29.93192161,3.778275587,-5.780109531,-0.739441223,5.040668308,TTWJBBZEZQICBI-UHFFFAOYSA-N,2.0024,82.5376,67.59,124.5788601,2.699369855,461.9773924,1,True,True,True,True
4248,4-FLUOROANILINE,C1=CC(=CC=C1N)F,111.12,000371-40-4,33000.0,298.15,MSDS (Fisher Sci),G2,33.55568,3.812079283,92.088,155.923,-13.38078618,5.486104466,7.894681714,-5.779570745,-0.127528267,5.652042478,KRZCOLNOCZKSDF-UHFFFAOYSA-N,1.4079,30.8124,26.02,46.93682922,3.032455532,147.3883389,1,True,True,True,True
4251,myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,000529-44-2,1.989,298.15, Lucas-Abellan. Carmen; Fortea. Isabel; Gabaldon. Jose Antonio; Nunez-Delicado. Estrella; Journal of Agricultural and Food Chemistry; vol. 56; 1; (2008); p. 255 - 259;,G1,77.404,2.249134585,193.796,326.653,59.4911511,-34.08661482,-25.40453628,-5.777924456,-1.855715709,3.922208746,IKMDFBPHZNJCSN-UHFFFAOYSA-N,1.6936,77.9088,151.59,126.9019033,2.395110401,979.5051144,1,True,True,True,True
4252,Allyxycarb [BSI:ISO],CC1=CC(=CC(=C1N(CC=C)CC=C)C)OC(=O)NC,274.362,006392-46-7,70.00417794,293.15,OChem,G4,52.96944,2.866817543,187.59,331.422,40.42941474,-32.04375501,-8.385659725,-5.776762529,0.004075424,5.780837956,FBEHFRAORPEGFH-UHFFFAOYSA-N,3.20004,83.6067,41.57,120.2863814,3.116857377,476.1934907,1,True,True,True,True
4253,D2341 (Bifenazate),CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,300.36,149877-41-8,3.76,293.15,TOMLIN.C (1997),G2,62.21608,1.022764251,215.256,371.388,34.50211605,-5.180340248,-29.3217758,-5.775208758,-0.675733077,5.099475681,VHLKTXFWDRXILV-UHFFFAOYSA-N,3.8237,86.8054,59.59,129.7716808,2.164634493,627.0561063,1,True,True,True,True
4255,2-(4-aminophenyl)-6-methyl-1.3-benzothiazole-7-sulfonic acid,CC1=C(C2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N)S(=O)(=O)O,320.3804,000130-17-6,14.9,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/12494//?documentUUID=da077d20-ca67-4e2b-af87-6210123cafda,G5,91.2112,7.544034516,204.06,337.826,78.34416103,-58.93291676,-19.41124427,-5.774117581,-1.691420895,4.082696685,KGZUHYIHYBDNLC-UHFFFAOYSA-N,3.10062,84.02,93.28,125.3636419,2.279131976,928.757566,1,True,True,True,True
4257,N-[2-methyl-4-[3-methyl-4-(3-oxobutanoylamino)phenyl]phenyl]-3-oxobutanamide,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC(=O)CC(=O)C)C)NC(=O)CC(=O)C,380.4426,000091-96-3,1.8,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/6880//?documentUUID=e7a27b33-fc2b-405e-9678-eef3e23e65ec,G5,96.69224,5.284939609,267.201,457.219,148.0542718,-64.42108583,-83.63318597,-5.768903876,-1.009816959,4.759086918,CRRLDLPBQWRVGN-UHFFFAOYSA-N,3.80564,109.2074,92.34,163.8837312,2.167824804,870.0480937,1,True,True,True,True
4258,Benzoic_acid._2-(methylamino)-,CNC1=CC=CC=C1C(=O)O,151.17,000119-68-6,200.0,293.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,34.39248,1.274465127,115.696,196.31,15.59634543,-2.220307176,-13.37603825,-5.768337879,-1.143554459,4.62478342,WVMBPWMAQDVZCM-UHFFFAOYSA-N,1.4265,42.948,49.33,64.66690538,3.121219319,270.5494976,1,True,True,True,True
4259,3-amino-4-methoxy-N-phenylbenzamide,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N,242.2768,000120-35-4,33.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/11279//?documentUUID=881b2849-8884-4dd7-95b5-9384ddbe75f8,G5,70.16568,6.717617146,182.748,307.648,37.19079728,-5.808886387,-31.3819109,-5.767137857,-1.010905415,4.756232442,LHMQDVIHBXWNII-UHFFFAOYSA-N,2.5297,71.8016,64.35,105.3832018,2.168139858,552.9753791,1,True,True,True,True
4260,N-[4-[[(2.4-diamino-6-pteridinyl)methyl]methylamino]benzoyl]-L-glutamic acid,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)N=C(N)N=C2N=C1)C(O)=O,454.445,000059-05-2,100.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,140.95896,11.88099127,253.487,442.715,-66.7841417,3.162814621,63.62132708,-5.766574581,-2.052992917,3.713581664,FBOZXECLQNJBKD-ZDUSSCGKSA-N,0.2684,118.2616,210.54,187.0308017,1.674622124,1201.029428,2,True,True,True,True
4262,9-METHYLBENZ(A)ANTHRACENE,CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43,242.3196,002381-16-0,0.03701592,297.15,OChem,G4,34.85272,0.902675688,187.419,310.822,20.26160736,9.824238086,-30.08584545,-5.76595144,-1.651500411,4.114451029,KYJPMPXTXCFCRM-UHFFFAOYSA-N,5.45462,83.697,0.0,111.8413388,2.221063067,916.7400111,1,True,True,True,True
4263,4.5.6.7-tetrahydro-1.3-benzothiazole-2.6-diamine,C1CC2=C(CC1N)SC(=N2)N,169.244,104617-49-4,8800.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/24521//?documentUUID=1d94140a-c4c7-4a67-9bfb-e7ccbfacbda7,G5,52.76024,3.118860179,119.499,206.147,17.86932053,-14.13895135,-3.73036918,-5.765646672,0.125247353,5.890894025,DRRYZHHKWSHHFT-UHFFFAOYSA-N,0.5413,46.5268,64.93,69.42513307,2.335768223,268.6494444,2,True,True,True,True
4264,4-amino-2.5-dimethoxy-N-phenylbenzenesulfonamide,COC1=CC(=C(C=C1N)OC)S(=O)(=O)NC2=CC=CC=C2,308.3514,052298-44-9,27.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/5217//?documentUUID=d5badf2b-6ab1-4fc4-884a-3e986ad29ec7,G5,94.47472,11.54929758,188.058,323.648,33.5706906,7.196522588,-40.76721319,-5.764201747,-0.569838825,5.194362921,NFYQAEPHDGXJSY-UHFFFAOYSA-N,2.0868,81.2089,90.65,123.0960008,2.48341501,730.1392691,1,True,True,True,True
4265,1-METHYLBENZ(A)ANTHRACENE,CC1=C2C(=CC=C1)C=CC3=CC4=CC=CC=C4C=C32,242.3196,002498-77-3,0.055003274,300.15,OChem,G4,34.14144,0.556601641,182.618,302.274,14.96844411,12.66337411,-27.63181822,-5.763570442,-1.66417657,4.099393873,MWMBCXXTFFHALK-UHFFFAOYSA-N,5.45462,83.697,0.0,111.8413388,2.288164726,916.7400111,1,True,True,True,True
4266,vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,298.452,508233-74-7,90.0,298.15,Zhang._Xian-Rui;_Zhang._Shuo;_Guan._Su;_Li._Jing;_Li._Shan;_Zhang._Lei;_Journal_of_Pharmaceutical_Sciences;_vol._105;_7;_(2016);_p._2123_-_2128;,G1,39.70616,2.962644757,192.143,333.087,13.58701672,-11.95931061,-1.627706118,-5.762939138,-0.516907482,5.246031655,YQNWZWMKLDQSAC-UHFFFAOYSA-N,3.86424,91.5637,15.27,131.1051247,1.876311806,618.3654332,1,True,True,True,True
4267,TRYPTOPHAN,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,204.23,000073-22-3,13600.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,67.82264,4.539210854,139.202,244.438,12.98693761,-4.581702975,-8.405234639,-5.762838455,-0.220189479,5.542648977,QIVBCDIJIAJPQS-VIFPVBQESA-N,1.1223,57.6139,79.11,86.71270096,2.323487371,490.0485079,2,True,True,True,True
4268,4-amino-2.5-dimethoxy-N-methylbenzenesulfonamide,CNS(=O)(=O)C1=C(C=C(C(=C1)OC)N)OC,246.2806,049701-24-8,55.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/5400//?documentUUID=2de15111-55ea-4db7-a6c9-3137a5069d0c,G5,90.29072,10.84227643,160.753,279.536,-40.07651418,31.21082879,8.865685393,-5.76239491,-0.477344828,5.285050082,CISVVDNATRQDNU-UHFFFAOYSA-N,0.1941,60.2039,90.65,94.40384869,3.483191802,484.527507,1,True,True,True,True
4269,5-[(4.5-dimethoxy-2-methylphenyl)methyl]pyrimidine-2.4-diamine,CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC,274.3218,006981-18-6,1540.0,293.15,OChem,G4,74.09864,3.795637279,188.367,327.623,24.62011014,-15.68597871,-8.934131433,-5.759534991,-0.233351116,5.526183876,KEEYRKYKLYARHO-UHFFFAOYSA-N,1.55742,77.9458,96.28,117.2944336,2.377222349,628.8112353,1,True,True,True,True
4270,THENYLDIAMINE,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,261.3842,000091-79-2,4443.030884,310.15,OChem,G4,32.2168,2.616720403,171.48,292.739,-15.34068658,4.593325117,10.74736147,-5.757347195,-0.37416709,5.383180105,RCGYDFVCAAKKNG-UHFFFAOYSA-N,2.7113,78.16,19.37,112.6928865,2.073203427,439.3273681,1,True,True,True,True
4271,3-METHYLINDOLE,CC1=CNC2=CC=CC=C12,131.18,000083-34-1,498.0,298.15,PEARLMAN.RS ET AL. (1984),G1,34.47616,3.045392897,113.543,191.301,2.168014229,13.61779269,-15.78580692,-5.7563567,-0.211345257,5.545011443,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,2.47632,43.0357,15.79,59.68717019,2.931346196,346.2557529,1,True,True,True,True
4272,10-METHYL-BENZ(A)ANTHRACENE,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,242.3196,002381-15-9,0.055003274,298.15,OChem,G4,34.22512,0.924641071,181.152,301.043,20.05534958,9.981806757,-30.03715633,-5.756002952,-1.652944792,4.10305816,WUMGYHICFXGLAB-UHFFFAOYSA-N,5.45462,83.697,0.0,111.8413388,2.23211291,916.7400111,1,True,True,True,True
4273,4-Dimethylaminobenzaldehyde,CN(C)C1=CC=C(C=C1)C=O,149.192,000100-10-7,778.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/21755//?documentUUID=58abf85d-9183-43db-a0b7-d4affd6597af,G5,42.71864,9.304398703,126.996,215.777,19.58068064,-16.0138938,-3.566786836,-5.755578454,-1.290017643,4.465560811,BGNGWHSBYQYVRX-UHFFFAOYSA-N,1.5651,46.1565,20.31,66.44758523,2.9098228,238.2445752,1,True,True,True,True
4274,1.2.4.9-tetrahydrocarbazol-3-one,C1CC2=C(CC1=O)C3=CC=CC=C3N2,185.225,051145-61-0,57.1,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/17008//?documentUUID=a1875193-a261-4021-b872-9cf2977a17c3,G5,51.71424,5.411300949,137.502,234.33,-24.14576721,24.57006345,-0.424296239,-5.755276407,-0.468709018,5.286567389,MTTUMRIEUVCVNO-UHFFFAOYSA-N,2.2257,55.3307,32.86,81.93768748,2.302988771,510.0161283,1,True,True,True,True
4275,1.2.3.6.7.8-hexahydropyrene,C1CC2=C3C(=CC=C4C3=C(CCC4)C=C2)C1,208.3024,001732-13-4,0.228925554,318.15,OChem,G4,20.0832,0.140511072,150.346,260.324,12.35834458,2.817666625,-15.17601121,-5.755153956,-0.860943117,4.894210839,MBAIEZXRGAOPKH-UHFFFAOYSA-N,3.8172,67.998,0.0,96.29105803,2.212325211,478.8482712,1,True,True,True,True
4277,Benzoic acid. 3.5-diamino-,C1=C(C=C(C=C1N)N)C(=O)O,152.15,000535-87-5,11000.0,281.15,BEILSTEIN,G2,69.99832,4.240927792,114.167,197.69,22.82582533,0.179257082,-23.00508241,-5.752879083,-1.098478231,4.654400852,UENRXLSRMCSUSN-UHFFFAOYSA-N,0.5492,42.2261,89.34,63.43188248,3.186012534,276.2420898,1,True,True,True,True
4278,methyl 2-methylaminobenzoate,CNC1=CC=CC=C1C(=O)OC,165.1914,000085-91-6,329.792,303.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/17637/4/9/?documentUUID=fa7d3966-1b59-4f7d-b6e6-4dfbb07c6489,G5,28.4512,0.66381164,127.062,216.082,19.51476909,-4.444774123,-15.06999496,-5.752040972,-1.121023692,4.63101728,GVOWHGSUZUUUDR-UHFFFAOYSA-N,1.5149,47.3282,38.33,71.35115898,3.044505836,283.6119538,1,True,True,True,True
4279,3-oxo-N-(2-oxo-1.3-dihydrobenzimidazol-5-yl)butanamide,CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2,233.2262,026576-46-5,700.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/1884//?documentUUID=34f8f2aa-0a65-490e-b19f-36f0d244d73b,G5,87.6548,8.319475744,159.481,271.423,28.15079728,-23.59650772,-4.554289567,-5.751945732,-0.580624608,5.171321124,VEMDQCGHZNXORX-UHFFFAOYSA-N,0.7738,62.8471,94.82,96.03607299,2.214192322,638.6942289,1,True,True,True,True
